"","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","scale_index"
"3647",2020,"MI","FT","Data Scientist",11000000,"HUF",35735,"HU",50,"HU","L",4.67602556416029
"3653",2021,"MI","FT","Data Scientist",147000,"USD",147000,"US",50,"US","L",3.25122945878855
"3656",2020,"MI","FT","Business Data Analyst",135000,"USD",135000,"US",100,"US","L",5.02555255241429
"3660",2020,"MI","FT","Data Scientist",3000000,"INR",40481,"IN",0,"IN","L",3.30340461457831
"3664",2020,"MI","FT","Lead Data Analyst",87000,"USD",87000,"US",100,"US","L",2.72286456446695
"3665",2021,"MI","FT","Data Engineer",22000,"EUR",26005,"RO",0,"US","L",3.90757627156442
"3666",2021,"MI","FT","Data Scientist",76760,"EUR",90734,"DE",50,"DE","L",5.84746361219518
"3667",2021,"MI","FT","Big Data Engineer",1672000,"INR",22611,"IN",0,"IN","L",3.0703705443799
"3668",2021,"MI","FT","Data Scientist",420000,"INR",5679,"IN",100,"US","S",2.96919984337975
"3670",2021,"MI","FT","Data Scientist",30400000,"CLP",40038,"CL",100,"CL","L",2.68048564525075
"3672",2021,"MI","FT","Data Scientist",52000,"EUR",61467,"DE",50,"AT","M",3.91579429823265
"3674",2021,"MI","FT","Data Scientist",32000,"EUR",37825,"ES",100,"ES","L",4.77390220699747
"3675",2020,"MI","FT","Data Analyst",85000,"USD",85000,"US",100,"US","L",3.84005262655382
"3678",2021,"MI","FT","Data Scientist",40900,"GBP",56256,"GB",50,"GB","L",4.86330754226669
"3679",2021,"MI","FT","Data Scientist",2500000,"INR",33808,"IN",0,"IN","M",4.96937087783831
"3680",2021,"MI","FT","Data Scientist",85000,"GBP",116914,"GB",50,"GB","L",4.61412904015206
"3681",2021,"MI","FT","Machine Learning Engineer",180000,"PLN",46597,"PL",100,"PL","L",6.49691850680724
"3682",2020,"MI","FT","Data Analyst",8000,"USD",8000,"PK",50,"PK","L",5.15526488188743
"3685",2021,"MI","FT","Machine Learning Engineer",75000,"EUR",88654,"BE",100,"BE","M",5.87487161677876
"3687",2020,"MI","FT","Lead Data Engineer",56000,"USD",56000,"PT",100,"US","M",3.76244254331539
"3689",2021,"MI","FT","Data Scientist",75000,"EUR",88654,"DE",50,"DE","L",3.5472204617314
"3690",2020,"MI","FT","Product Data Analyst",450000,"INR",6072,"IN",100,"IN","L",3.28324848815168
"3692",2020,"MI","FT","BI Data Analyst",98000,"USD",98000,"US",0,"US","M",4.48893426771708
"3693",2021,"MI","FT","Data Engineer",48000,"GBP",66022,"HK",50,"GB","S",4.83420158408053
"3694",2021,"MI","FT","Research Scientist",48000,"EUR",56738,"FR",50,"FR","S",4.92586481545964
"3695",2021,"MI","FT","Machine Learning Engineer",21000,"EUR",24823,"SI",50,"SI","L",4.94315515213513
"3697",2021,"MI","FL","Data Engineer",20000,"USD",20000,"IT",0,"US","L",3.43992554485969
"3701",2021,"MI","FT","Data Scientist",160000,"USD",160000,"US",100,"US","L",4.68769928428966
"3703",2021,"MI","FT","Data Science Engineer",34000,"EUR",40189,"GR",100,"GR","M",4.21982542033565
"3704",2021,"MI","FT","Data Scientist",69600,"BRL",12901,"BR",0,"BR","S",2.9947626107251
"3707",2020,"MI","FT","Data Scientist",37000,"EUR",42197,"FR",50,"FR","S",4.37310116358846
"3710",2021,"MI","FT","Data Scientist",76760,"EUR",90734,"DE",50,"DE","L",4.46939156912999
"3712",2020,"MI","FT","Data Engineer",110000,"USD",110000,"US",100,"US","L",4.0646260775971
"3717",2021,"MI","FL","Machine Learning Scientist",12000,"USD",12000,"PK",50,"PK","M",5.00481544153691
"3719",2021,"MI","FT","Machine Learning Engineer",74000,"USD",74000,"JP",50,"JP","S",3.6261705800876
"3721",2021,"MI","FT","Big Data Engineer",18000,"USD",18000,"MD",0,"MD","S",4.93610850408053
"3723",2021,"MI","FT","Data Scientist",130000,"USD",130000,"US",50,"US","L",4.84498858894407
"3728",2020,"MI","FT","Data Scientist",34000,"EUR",38776,"ES",100,"ES","M",5.09265815925723
"3729",2021,"MI","FT","Data Scientist",39600,"EUR",46809,"ES",100,"ES","M",4.62924459833816
"3732",2020,"MI","FT","Data Scientist",55000,"EUR",62726,"FR",50,"LU","S",5.03723457827919
"3733",2021,"MI","FT","Data Scientist",115000,"USD",115000,"US",50,"US","L",4.87061706922384
"3735",2021,"MI","FT","Lead Data Analyst",1450000,"INR",19609,"IN",100,"IN","L",3.37259161491887
"3737",2021,"MI","FT","Data Analyst",75000,"USD",75000,"US",0,"US","L",4.43572898781582
"3738",2021,"MI","FT","Data Analyst",62000,"USD",62000,"US",0,"US","L",4.2394069412427
"3739",2021,"MI","FT","Data Scientist",73000,"USD",73000,"US",0,"US","L",2.74387961984288
"3740",2021,"MI","FT","Data Engineer",38400,"EUR",45391,"NL",100,"NL","L",4.22356988347751
"3742",2020,"MI","FT","Data Scientist",118000,"USD",118000,"US",100,"US","M",4.50458986897194
"3743",2020,"MI","FT","Data Scientist",138350,"USD",138350,"US",100,"US","M",6.11701460983184
"3744",2020,"MI","FT","Data Engineer",130800,"USD",130800,"ES",100,"US","M",3.18250788540673
"3747",2021,"MI","FT","Data Scientist",160000,"SGD",119059,"SG",100,"IL","M",3.7507341283157
"3748",2021,"MI","FT","Applied Machine Learning Scientist",423000,"USD",423000,"US",50,"US","L",4.46299864786804
"3749",2021,"MI","FT","Data Engineer",24000,"EUR",28369,"MT",50,"MT","L",4.66732638505596
"3752",2021,"MI","FT","Principal Data Scientist",151000,"USD",151000,"US",100,"US","L",4.48816988531686
"1",2023,"SE","FT","Principal Data Scientist",80000,"EUR",85847,"ES",100,"ES","L",7.83373317075514
"4",2023,"SE","FT","Data Scientist",175000,"USD",175000,"CA",100,"CA","M",6.72395222678513
"5",2023,"SE","FT","Data Scientist",120000,"USD",120000,"CA",100,"CA","M",6.64499816196659
"6",2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L",7.0874874238042
"7",2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L",9.25225573054322
"8",2023,"SE","FT","Data Scientist",219000,"USD",219000,"CA",0,"CA","M",7.83446012913367
"9",2023,"SE","FT","Data Scientist",141000,"USD",141000,"CA",0,"CA","M",8.31241550858861
"10",2023,"SE","FT","Data Scientist",147100,"USD",147100,"US",0,"US","M",9.50264540789068
"11",2023,"SE","FT","Data Scientist",90700,"USD",90700,"US",0,"US","M",8.16823174338441
"12",2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M",6.57383442258564
"13",2023,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M",6.00387024838854
"16",2023,"SE","FT","Data Modeler",147100,"USD",147100,"US",0,"US","M",5.88605009636943
"17",2023,"SE","FT","Data Modeler",90700,"USD",90700,"US",0,"US","M",6.94426845961921
"18",2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M",8.17443239803407
"19",2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M",8.05321861042839
"22",2023,"SE","FT","Research Engineer",275000,"USD",275000,"DE",0,"DE","M",7.05760597074624
"23",2023,"SE","FT","Research Engineer",174000,"USD",174000,"DE",0,"DE","M",6.26495710512976
"24",2023,"SE","FT","Analytics Engineer",230000,"USD",230000,"GB",100,"GB","M",7.93052842309757
"25",2023,"SE","FT","Analytics Engineer",143200,"USD",143200,"GB",100,"GB","M",8.66821096855678
"26",2023,"SE","FT","Business Intelligence Engineer",225000,"USD",225000,"US",0,"US","M",7.55968788602869
"27",2023,"SE","FT","Business Intelligence Engineer",156400,"USD",156400,"US",0,"US","M",6.24602522852261
"28",2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",0,"US","M",8.25655419461513
"29",2023,"SE","FT","Machine Learning Engineer",130000,"USD",130000,"US",0,"US","M",7.03849254702841
"30",2023,"SE","FT","Data Strategist",90000,"USD",90000,"CA",0,"CA","M",7.18953982684236
"31",2023,"SE","FT","Data Strategist",72000,"USD",72000,"CA",0,"CA","M",7.46259495083412
"32",2023,"SE","FT","Data Engineer",253200,"USD",253200,"US",0,"US","M",6.57263694688828
"33",2023,"SE","FT","Data Engineer",90700,"USD",90700,"US",0,"US","M",7.01658600208234
"34",2023,"SE","FT","Computer Vision Engineer",342810,"USD",342810,"US",0,"US","M",7.70487910197121
"35",2023,"SE","FT","Computer Vision Engineer",184590,"USD",184590,"US",0,"US","M",7.97184932086344
"45",2023,"SE","FT","Data Engineer",270703,"USD",270703,"US",0,"US","M",6.37950839698715
"46",2023,"SE","FT","Data Engineer",221484,"USD",221484,"US",0,"US","M",6.14413300283172
"47",2023,"SE","FT","Data Scientist",212750,"USD",212750,"US",100,"US","M",7.06955832711941
"48",2023,"SE","FT","Data Scientist",185000,"USD",185000,"US",100,"US","M",5.95380172999118
"49",2023,"SE","FT","Data Scientist",262000,"USD",262000,"US",100,"US","M",4.25113161742858
"50",2023,"SE","FT","Data Scientist",245000,"USD",245000,"US",100,"US","M",5.870140389733
"51",2023,"SE","FT","Data Scientist",275300,"USD",275300,"US",100,"US","M",6.1383152327107
"52",2023,"SE","FT","Data Scientist",183500,"USD",183500,"US",100,"US","M",8.56007384726135
"53",2023,"SE","FT","Data Scientist",218500,"USD",218500,"US",100,"US","M",8.01508837421401
"54",2023,"SE","FT","Data Scientist",199098,"USD",199098,"US",100,"US","M",8.04399442519974
"55",2023,"SE","FT","Data Engineer",203300,"USD",203300,"US",100,"US","M",5.88409480691487
"56",2023,"SE","FT","Data Engineer",123600,"USD",123600,"US",100,"US","M",5.92869550319915
"57",2023,"SE","FT","Research Engineer",189110,"USD",189110,"US",0,"US","M",7.9678209427389
"58",2023,"SE","FT","Research Engineer",139000,"USD",139000,"US",0,"US","M",7.17103254924396
"61",2023,"SE","FT","Data Engineer",231500,"USD",231500,"US",100,"US","M",6.10374971195861
"62",2023,"SE","FT","Data Engineer",166000,"USD",166000,"US",100,"US","M",7.15828925152315
"63",2023,"SE","FT","Data Scientist",172500,"USD",172500,"US",100,"US","M",6.49805152711817
"64",2023,"SE","FT","Data Scientist",110500,"USD",110500,"US",100,"US","M",6.03407738354065
"65",2023,"SE","FT","Data Engineer",238000,"USD",238000,"US",0,"US","M",6.8862658618134
"66",2023,"SE","FT","Data Engineer",176000,"USD",176000,"US",0,"US","M",8.08594980757201
"67",2023,"SE","FT","Data Engineer",237000,"USD",237000,"US",100,"US","M",5.788351741164
"68",2023,"SE","FT","Data Engineer",201450,"USD",201450,"US",100,"US","M",5.23227793718816
"69",2023,"SE","FT","Applied Scientist",309400,"USD",309400,"US",0,"US","L",6.50830792479838
"70",2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L",7.3214658744169
"71",2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M",8.46066081432652
"72",2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M",8.53724261930231
"73",2023,"SE","FT","Data Scientist",237000,"USD",237000,"US",100,"US","M",6.66043146834646
"74",2023,"SE","FT","Data Scientist",201450,"USD",201450,"US",100,"US","M",5.92255125690853
"75",2023,"SE","FT","Computer Vision Engineer",280000,"USD",280000,"US",0,"US","M",5.50923480899831
"76",2023,"SE","FT","Computer Vision Engineer",210000,"USD",210000,"US",0,"US","M",6.74725330607183
"77",2023,"SE","FT","Data Architect",280100,"USD",280100,"US",100,"US","M",6.87807749139901
"78",2023,"SE","FT","Data Architect",168100,"USD",168100,"US",100,"US","M",6.35101662962329
"79",2023,"SE","FT","Data Engineer",193500,"USD",193500,"US",100,"US","M",7.31307575475026
"80",2023,"SE","FT","Data Engineer",139000,"USD",139000,"US",100,"US","M",7.1228105653095
"82",2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"PT",100,"US","M",6.16315958185689
"86",2023,"SE","FT","Business Intelligence Engineer",185900,"USD",185900,"US",0,"US","M",7.60042173680414
"87",2023,"SE","FT","Business Intelligence Engineer",129300,"USD",129300,"US",0,"US","M",6.75406533688896
"88",2023,"SE","FT","Data Engineer",225000,"USD",225000,"US",100,"US","M",6.81533535116907
"89",2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M",7.02315677105459
"90",2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M",6.51534841728505
"91",2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M",6.26209365742113
"92",2023,"SE","FT","Data Scientist",45000,"EUR",48289,"ES",0,"ES","M",8.30250752046651
"93",2023,"SE","FT","Data Scientist",36000,"EUR",38631,"ES",0,"ES","M",7.56449943891811
"94",2023,"SE","FT","Data Scientist",105000,"USD",105000,"US",0,"US","M",5.19495565201441
"95",2023,"SE","FT","Data Scientist",70000,"USD",70000,"US",0,"US","M",7.43833890944295
"98",2023,"SE","FT","Data Engineer",217000,"USD",217000,"US",100,"US","M",5.55891103357609
"99",2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",100,"US","M",7.95282915268474
"100",2023,"SE","FT","Data Analyst",202800,"USD",202800,"US",0,"US","L",6.27701761544538
"101",2023,"SE","FT","Data Analyst",104300,"USD",104300,"US",0,"US","L",7.04876030058674
"102",2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",0,"US","M",5.43646782067218
"103",2023,"SE","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M",4.69763362900444
"104",2023,"SE","FT","Data Engineer",165000,"USD",165000,"US",0,"US","M",8.1579635707624
"105",2023,"SE","FT","Data Engineer",132300,"USD",132300,"US",0,"US","M",6.29526456345097
"106",2023,"SE","FT","Data Engineer",179170,"USD",179170,"US",0,"US","M",5.42617786549374
"107",2023,"SE","FT","Data Engineer",94300,"USD",94300,"US",0,"US","M",7.51835154466579
"108",2023,"SE","FT","Analytics Engineer",152500,"USD",152500,"US",0,"US","M",5.93506942256465
"109",2023,"SE","FT","Analytics Engineer",116450,"USD",116450,"US",0,"US","M",7.04705437727279
"110",2023,"SE","FT","Data Engineer",247300,"USD",247300,"US",0,"US","M",7.84804743148234
"111",2023,"SE","FT","Data Engineer",133800,"USD",133800,"US",0,"US","M",7.43267776370748
"112",2023,"SE","FT","Research Engineer",203000,"USD",203000,"US",0,"US","M",7.52280533403516
"113",2023,"SE","FT","Research Engineer",133000,"USD",133000,"US",0,"US","M",6.74611390638133
"116",2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M",6.50314807483454
"117",2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M",8.2601011532334
"118",2023,"SE","FT","Analytics Engineer",289800,"USD",289800,"US",0,"US","M",7.56498019974006
"119",2023,"SE","FT","Analytics Engineer",214000,"USD",214000,"US",0,"US","M",6.65536229538144
"120",2023,"SE","FT","Analytics Engineer",179820,"USD",179820,"US",0,"US","M",7.7248098012155
"121",2023,"SE","FT","Analytics Engineer",143860,"USD",143860,"US",0,"US","M",7.86409213895068
"122",2023,"SE","FT","Machine Learning Engineer",283200,"USD",283200,"US",100,"US","M",7.36924663271774
"123",2023,"SE","FT","Machine Learning Engineer",188800,"USD",188800,"US",100,"US","M",8.58359622963865
"124",2023,"SE","FT","Analytics Engineer",289800,"USD",289800,"US",0,"US","M",7.06037041371169
"125",2023,"SE","FT","Analytics Engineer",214200,"USD",214200,"US",0,"US","M",7.12871093152544
"126",2023,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M",6.14921072630286
"127",2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M",8.09855115987946
"128",2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M",5.79364497538694
"129",2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M",7.58186227560122
"132",2023,"SE","FT","Data Engineer",161800,"USD",161800,"US",100,"US","M",7.86368989460621
"133",2023,"SE","FT","Data Engineer",141600,"USD",141600,"US",100,"US","M",7.9830520035167
"134",2023,"SE","FT","Machine Learning Engineer",342300,"USD",342300,"US",0,"US","L",5.72873974939068
"135",2023,"SE","FT","Machine Learning Engineer",176100,"USD",176100,"US",0,"US","L",6.99893724404023
"140",2023,"SE","FT","Data Scientist",138784,"USD",138784,"US",100,"US","M",6.03908984191517
"141",2023,"SE","FT","Data Scientist",83270,"USD",83270,"US",100,"US","M",8.25920930609166
"144",2023,"SE","FT","Data Analyst",204500,"USD",204500,"US",0,"US","M",6.13339311023348
"145",2023,"SE","FT","Data Analyst",138900,"USD",138900,"US",0,"US","M",7.24904418987589
"146",2023,"SE","FT","Machine Learning Engineer",318300,"USD",318300,"US",100,"US","M",6.91383177664751
"147",2023,"SE","FT","Machine Learning Engineer",212200,"USD",212200,"US",100,"US","M",6.50711565881234
"148",2023,"SE","FT","Data Engineer",95000,"USD",95000,"US",100,"US","M",6.73100108639793
"149",2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M",6.60075976393985
"150",2023,"SE","FT","Data Scientist",195000,"USD",195000,"US",0,"US","M",6.05570249010325
"151",2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M",8.01318833182108
"152",2023,"SE","FT","Analytics Engineer",230000,"USD",230000,"US",0,"US","M",6.59129593153861
"153",2023,"SE","FT","Analytics Engineer",143200,"USD",143200,"US",0,"US","M",6.81891320972005
"160",2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",8.18375585526481
"161",2023,"SE","FT","Data Engineer",115000,"USD",115000,"US",0,"US","M",5.3915055086226
"162",2023,"SE","FT","Data Analyst",168400,"USD",168400,"US",0,"US","M",4.72756013766123
"163",2023,"SE","FT","Data Analyst",105200,"USD",105200,"US",0,"US","M",4.95939208381638
"164",2023,"SE","FT","Applied Scientist",309400,"USD",309400,"US",0,"US","L",6.35199364620184
"165",2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L",7.71772223747368
"166",2023,"SE","FT","Machine Learning Engineer",190000,"USD",190000,"US",0,"US","M",6.89659998813417
"167",2023,"SE","FT","Machine Learning Engineer",150000,"USD",150000,"US",0,"US","M",7.32701736194031
"170",2023,"SE","FT","Analytics Engineer",150000,"USD",150000,"US",100,"US","M",6.02240266878918
"171",2023,"SE","FT","Analytics Engineer",120000,"USD",120000,"US",100,"US","M",7.34144298271876
"172",2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M",7.04382239204799
"173",2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M",5.97842163678021
"174",2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L",7.79342771916576
"175",2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L",7.50162445784412
"176",2023,"SE","FT","Data Analyst",45000,"GBP",54685,"CF",100,"CF","M",5.44552964636465
"177",2023,"SE","FT","Data Analyst",35000,"GBP",42533,"CF",100,"CF","M",7.88349783730405
"178",2023,"SE","FT","Data Engineer",241000,"USD",241000,"US",0,"US","M",6.79223219905457
"179",2023,"SE","FT","Data Engineer",155000,"USD",155000,"US",0,"US","M",8.83137401441157
"180",2023,"SE","FT","Data Engineer",220000,"USD",220000,"US",100,"US","M",7.17726438203905
"181",2023,"SE","FT","Data Engineer",190000,"USD",190000,"US",100,"US","M",6.19415935158176
"189",2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M",8.94793246953866
"190",2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M",7.12119705234614
"193",2023,"SE","FT","Data Scientist",228000,"USD",228000,"US",0,"US","M",6.64505087339122
"194",2023,"SE","FT","Data Scientist",186000,"USD",186000,"US",0,"US","M",8.05286625000877
"195",2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M",8.16311396243821
"196",2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M",6.20116718188733
"199",2023,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M",7.7754552942444
"200",2023,"SE","FT","Data Architect",115000,"USD",115000,"US",100,"US","M",5.00499264777817
"201",2023,"SE","FT","Data Architect",200000,"USD",200000,"US",100,"US","M",6.64943780728121
"202",2023,"SE","FT","Data Architect",115000,"USD",115000,"US",100,"US","M",7.38086474248064
"203",2023,"SE","FT","Data DevOps Engineer",50000,"EUR",53654,"FR",50,"FR","S",7.25821378047675
"208",2023,"SE","FT","Data Engineer",200000,"USD",200000,"US",100,"US","M",7.96451026274969
"209",2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M",6.50872184714947
"210",2023,"SE","FT","Computer Vision Engineer",215000,"USD",215000,"US",0,"US","M",7.08163875584816
"211",2023,"SE","FT","Computer Vision Engineer",170000,"USD",170000,"US",0,"US","M",6.83822927728704
"212",2023,"SE","FT","Machine Learning Engineer",247500,"USD",247500,"US",0,"US","M",8.27281706938619
"213",2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M",6.27973072864573
"214",2023,"SE","FT","Data Scientist",224000,"USD",224000,"CA",0,"CA","M",8.54105155929228
"215",2023,"SE","FT","Data Scientist",176000,"USD",176000,"CA",0,"CA","M",7.85366155043705
